TIME,TEMP PV[C],TEMP SP[C],HUM PV[%rh],HUM SP[%rh],,BLACKOUT ON FEB-26 @ 15:27,,
2/17/2020 10:19,16.2,25,55,90,,,,
2/17/2020 10:19,16.2,25,55,90,,,,
2/17/2020 10:19,16.4,25,58,90,,,,
2/17/2020 10:19,17.3,25,60,90,,,,
2/17/2020 10:19,18.4,25,59,90,,,,
2/17/2020 10:20,19.3,25,58,90,,,,
2/17/2020 10:20,20.4,25,59,90,,,,
2/17/2020 10:20,21.7,25,60,90,,,,
2/17/2020 10:20,22.9,25.1,60,90,,,,
2/17/2020 10:20,23.9,25.1,58,90,,,,
2/17/2020 10:20,24.5,25.2,57,90,,,,
2/17/2020 10:21,25,25.2,56,90,,,,
2/17/2020 10:21,25.4,25.3,54,90,,,,
2/17/2020 10:21,25.6,25.3,53,90,,,,
2/17/2020 10:21,25.7,25.4,51,90,,,,
2/17/2020 10:21,25.8,25.4,50,90,,,,
2/17/2020 10:21,25.9,25.4,49,90,,,,
2/17/2020 10:22,25.9,25.5,48,90,,,,
2/17/2020 10:22,25.9,25.5,48,90,,,,
2/17/2020 10:22,25.9,25.6,47,90,,,,
2/17/2020 10:22,25.9,25.6,47,90,,,,
2/17/2020 10:22,25.9,25.7,46,90,,,,
2/17/2020 10:22,25.9,25.7,46,90,,,,
2/17/2020 10:23,25.9,25.8,46,90,,,,
2/17/2020 10:23,26,25.8,46,90,,,,
2/17/2020 10:23,26,25.8,46,90,,,,
2/17/2020 10:23,26,25.9,46,90,,,,
2/17/2020 10:23,26,25.9,46,90,,,,
2/17/2020 10:23,26.1,26,46,90,,,,
2/17/2020 10:24,26.1,26,46,90,,,,
2/17/2020 10:24,26.1,26.1,46,90,,,,
2/17/2020 10:24,26.2,26.1,46,90,,,,
2/17/2020 10:24,26.2,26.2,46,90,,,,
2/17/2020 10:24,26.3,26.2,46,90,,,,
2/17/2020 10:24,26.3,26.2,46,90,,,,
2/17/2020 10:25,26.3,26.3,46,90,,,,
2/17/2020 10:25,26.4,26.3,46,90,,,,
2/17/2020 10:25,26.4,26.4,46,90,,,,
2/17/2020 10:25,26.5,26.4,46,90,,,,
2/17/2020 10:25,26.5,26.5,46,90,,,,
2/17/2020 10:25,26.5,26.5,46,90,,,,
2/17/2020 10:26,26.6,26.6,46,90,,,,
2/17/2020 10:26,26.6,26.6,46,90,,,,
2/17/2020 10:26,26.7,26.6,46,90,,,,
2/17/2020 10:26,26.7,26.7,46,90,,,,
2/17/2020 10:26,26.8,26.7,46,90,,,,
2/17/2020 10:26,26.8,26.8,46,90,,,,
2/17/2020 10:27,26.8,26.8,46,90,,,,
2/17/2020 10:27,26.9,26.9,46,90,,,,
2/17/2020 10:27,26.9,26.9,46,90,,,,
2/17/2020 10:27,27,27,46,90,,,,
2/17/2020 10:27,27,27,46,90,,,,
2/17/2020 10:27,27.1,27,46,90,,,,
2/17/2020 10:28,27.1,27.1,46,90,,,,
2/17/2020 10:28,27.1,27.1,46,90,,,,
2/17/2020 10:28,27.2,27.2,46,90,,,,
2/17/2020 10:28,27.2,27.2,46,90,,,,
2/17/2020 10:28,27.3,27.3,46,90,,,,
2/17/2020 10:28,27.3,27.3,46,90,,,,
2/17/2020 10:29,27.4,27.4,46,90,,,,
2/17/2020 10:29,27.4,27.4,46,90,,,,
2/17/2020 10:29,27.5,27.4,46,90,,,,
2/17/2020 10:29,27.5,27.5,46,90,,,,
2/17/2020 10:29,27.5,27.5,46,90,,,,
2/17/2020 10:29,27.6,27.6,46,90,,,,
2/17/2020 10:30,27.6,27.6,46,90,,,,
2/17/2020 10:30,27.7,27.7,46,90,,,,
2/17/2020 10:30,27.7,27.7,46,90,,,,
2/17/2020 10:30,27.8,27.8,46,90,,,,
2/17/2020 10:30,27.8,27.8,47,90,,,,
2/17/2020 10:30,27.9,27.8,47,90,,,,
2/17/2020 10:31,27.9,27.9,49,90,,,,
2/17/2020 10:31,27.9,27.9,53,90,,,,
2/17/2020 10:31,28,28,61,90,,,,
2/17/2020 10:31,28.1,28,74,90,,,,
2/17/2020 10:31,28.2,28.1,86,90,,,,
2/17/2020 10:31,28.3,28.1,92,90,,,,
2/17/2020 10:32,28.4,28.2,94,90,,,,
2/17/2020 10:32,28.4,28.2,97,90,,,,
2/17/2020 10:32,28.5,28.2,98,90,,,,
2/17/2020 10:32,28.6,28.3,99,90,,,,
2/17/2020 10:32,28.6,28.3,99,90,,,,
2/17/2020 10:32,28.7,28.4,100,90,,,,
2/17/2020 10:33,28.8,28.4,100,90,,,,
2/17/2020 10:33,28.8,28.5,100,90,,,,
2/17/2020 10:33,28.7,28.5,100,90,,,,
2/17/2020 10:33,28.6,28.6,98,90,,,,
2/17/2020 10:33,28.5,28.6,97,90,,,,
2/17/2020 10:33,28.5,28.6,95,90,,,,
2/17/2020 10:34,28.5,28.7,94,90,,,,
2/17/2020 10:34,28.5,28.7,93,90,,,,
2/17/2020 10:34,28.5,28.8,92,90,,,,
2/17/2020 10:34,28.6,28.8,91,90,,,,
2/17/2020 10:34,28.7,28.9,90,90,,,,
2/17/2020 10:34,28.7,28.9,90,90,,,,
2/17/2020 10:35,28.8,29,89,90,,,,
2/17/2020 10:35,28.9,29,88,90,,,,
2/17/2020 10:35,28.9,29,87,90,,,,
2/17/2020 10:35,29,29.1,87,90,,,,
2/17/2020 10:35,29.1,29.1,86,90,,,,
2/17/2020 10:35,29.1,29.2,85,90,,,,
2/17/2020 10:36,29.2,29.2,85,90,,,,
2/17/2020 10:36,29.2,29.3,85,90,,,,
2/17/2020 10:36,29.3,29.3,84,90,,,,
2/17/2020 10:36,29.3,29.4,84,90,,,,
2/17/2020 10:36,29.4,29.4,84,90,,,,
2/17/2020 10:36,29.4,29.4,84,90,,,,
2/17/2020 10:37,29.5,29.5,84,90,,,,
2/17/2020 10:37,29.5,29.5,84,90,,,,
2/17/2020 10:37,29.6,29.6,84,90,,,,
2/17/2020 10:37,29.6,29.6,84,90,,,,
2/17/2020 10:37,29.7,29.7,84,90,,,,
2/17/2020 10:37,29.7,29.7,85,90,,,,
2/17/2020 10:38,29.8,29.8,85,90,,,,
2/17/2020 10:38,29.8,29.8,85,90,,,,
2/17/2020 10:38,29.9,29.8,84,90,,,,
2/17/2020 10:38,29.9,29.9,85,90,,,,
2/17/2020 10:38,30,29.9,85,90,,,,
2/17/2020 10:38,30,30,85,90,,,,
2/17/2020 10:39,30.1,30,86,90,,,,
2/17/2020 10:39,30.1,30.1,86,90,,,,
2/17/2020 10:39,30.1,30.1,86,90,,,,
2/17/2020 10:39,30.2,30.2,86,90,,,,
2/17/2020 10:39,30.2,30.2,86,90,,,,
2/17/2020 10:39,30.3,30.2,86,90,,,,
2/17/2020 10:40,30.3,30.3,87,90,,,,
2/17/2020 10:40,30.4,30.3,87,90,,,,
2/17/2020 10:40,30.4,30.4,87,90,,,,
2/17/2020 10:40,30.5,30.4,87,90,,,,
2/17/2020 10:40,30.5,30.5,87,90,,,,
2/17/2020 10:40,30.5,30.5,87,90,,,,
2/17/2020 10:41,30.6,30.6,88,90,,,,
2/17/2020 10:41,30.6,30.6,88,90,,,,
2/17/2020 10:41,30.7,30.6,87,90,,,,
2/17/2020 10:41,30.7,30.7,88,90,,,,
2/17/2020 10:41,30.8,30.7,88,90,,,,
2/17/2020 10:41,30.8,30.8,88,90,,,,
2/17/2020 10:42,30.8,30.8,88,90,,,,
2/17/2020 10:42,30.9,30.9,89,90,,,,
2/17/2020 10:42,30.9,30.9,88,90,,,,
2/17/2020 10:42,31,31,88,90,,,,
2/17/2020 10:42,31,31,88,90,,,,
2/17/2020 10:42,31.1,31,88,90,,,,
2/17/2020 10:43,31.1,31.1,89,90,,,,
2/17/2020 10:43,31.1,31.1,89,90,,,,
2/17/2020 10:43,31.2,31.2,88,90,,,,
2/17/2020 10:43,31.2,31.2,89,90,,,,
2/17/2020 10:43,31.3,31.3,89,90,,,,
2/17/2020 10:43,31.3,31.3,89,90,,,,
2/17/2020 10:44,31.4,31.4,89,90,,,,
2/17/2020 10:44,31.4,31.4,89,90,,,,
2/17/2020 10:44,31.5,31.4,89,90,,,,
2/17/2020 10:44,31.5,31.5,89,90,,,,
2/17/2020 10:44,31.5,31.5,89,90,,,,
2/17/2020 10:44,31.6,31.6,89,90,,,,
2/17/2020 10:45,31.6,31.6,89,90,,,,
2/17/2020 10:45,31.7,31.7,89,90,,,,
2/17/2020 10:45,31.7,31.7,89,90,,,,
2/17/2020 10:45,31.8,31.8,89,90,,,,
2/17/2020 10:45,31.8,31.8,89,90,,,,
2/17/2020 10:45,31.9,31.8,89,90,,,,
2/17/2020 10:46,31.9,31.9,90,90,,,,
2/17/2020 10:46,31.9,31.9,90,90,,,,
2/17/2020 10:46,32,32,90,90,,,,
2/17/2020 10:46,32,32,90,90,,,,
2/17/2020 10:46,32.1,32.1,90,90,,,,
2/17/2020 10:46,32.1,32.1,91,90,,,,
2/17/2020 10:47,32.2,32.2,90,90,,,,
2/17/2020 10:47,32.2,32.2,90,90,,,,
2/17/2020 10:47,32.3,32.2,90,90,,,,
2/17/2020 10:47,32.3,32.3,90,90,,,,
2/17/2020 10:47,32.3,32.3,90,90,,,,
2/17/2020 10:47,32.4,32.4,90,90,,,,
2/17/2020 10:48,32.4,32.4,90,90,,,,
2/17/2020 10:48,32.5,32.5,90,90,,,,
2/17/2020 10:48,32.5,32.5,90,90,,,,
2/17/2020 10:48,32.6,32.6,90,90,,,,
2/17/2020 10:48,32.6,32.6,90,90,,,,
2/17/2020 10:48,32.6,32.6,90,90,,,,
2/17/2020 10:49,32.7,32.7,90,90,,,,
2/17/2020 10:49,32.7,32.7,89,90,,,,
2/17/2020 10:49,32.8,32.8,90,90,,,,
2/17/2020 10:49,32.8,32.8,90,90,,,,
2/17/2020 10:49,32.9,32.9,90,90,,,,
2/17/2020 10:49,32.9,32.9,90,90,,,,
2/17/2020 10:50,33,33,90,90,,,,
2/17/2020 10:50,33,33,90,90,,,,
2/17/2020 10:50,33.1,33,90,90,,,,
2/17/2020 10:50,33.1,33.1,90,90,,,,
2/17/2020 10:50,33.1,33.1,90,90,,,,
2/17/2020 10:50,33.2,33.2,90,90,,,,
2/17/2020 10:51,33.2,33.2,90,90,,,,
2/17/2020 10:51,33.3,33.3,90,90,,,,
2/17/2020 10:51,33.3,33.3,90,90,,,,
2/17/2020 10:51,33.3,33.4,90,90,,,,
2/17/2020 10:51,33.4,33.4,90,90,,,,
2/17/2020 10:51,33.4,33.4,90,90,,,,
2/17/2020 10:52,33.5,33.5,90,90,,,,
2/17/2020 10:52,33.5,33.5,90,90,,,,
2/17/2020 10:52,33.6,33.6,90,90,,,,
2/17/2020 10:52,33.6,33.6,90,90,,,,
2/17/2020 10:52,33.7,33.7,90,90,,,,
2/17/2020 10:52,33.7,33.7,90,90,,,,
2/17/2020 10:53,33.8,33.8,90,90,,,,
2/17/2020 10:53,33.8,33.8,90,90,,,,
2/17/2020 10:53,33.8,33.8,90,90,,,,
2/17/2020 10:53,33.9,33.9,90,90,,,,
2/17/2020 10:53,33.9,33.9,90,90,,,,
2/17/2020 10:53,34,34,90,90,,,,
2/17/2020 10:54,34,34,90,90,,,,
2/17/2020 10:54,34.1,34.1,90,90,,,,
2/17/2020 10:54,34.1,34.1,90,90,,,,
2/17/2020 10:54,34.2,34.2,90,90,,,,
2/17/2020 10:54,34.2,34.2,90,90,,,,
2/17/2020 10:54,34.2,34.2,89,90,,,,
2/17/2020 10:55,34.3,34.3,89,90,,,,
2/17/2020 10:55,34.3,34.3,90,90,,,,
2/17/2020 10:55,34.4,34.4,90,90,,,,
2/17/2020 10:55,34.4,34.4,90,90,,,,
2/17/2020 10:55,34.5,34.5,90,90,,,,
2/17/2020 10:55,34.5,34.5,90,90,,,,
2/17/2020 10:56,34.6,34.6,90,90,,,,
2/17/2020 10:56,34.6,34.6,90,90,,,,
2/17/2020 10:56,34.6,34.6,90,90,,,,
2/17/2020 10:56,34.7,34.7,90,90,,,,
2/17/2020 10:56,34.7,34.7,90,90,,,,
2/17/2020 10:56,34.8,34.8,90,90,,,,
2/17/2020 10:57,34.8,34.8,90,90,,,,
2/17/2020 10:57,34.9,34.9,90,90,,,,
2/17/2020 10:57,34.9,34.9,90,90,,,,
2/17/2020 10:57,34.9,35,90,90,,,,
2/17/2020 10:57,35,35,90,90,,,,
2/17/2020 10:57,35,35,90,90,,,,
2/17/2020 10:58,35.1,35.1,90,90,,,,
2/17/2020 10:58,35.1,35.1,90,90,,,,
2/17/2020 10:58,35.2,35.2,90,90,,,,
2/17/2020 10:58,35.2,35.2,90,90,,,,
2/17/2020 10:58,35.3,35.3,90,90,,,,
2/17/2020 10:58,35.3,35.3,90,90,,,,
2/17/2020 10:59,35.3,35.4,90,90,,,,
2/17/2020 10:59,35.4,35.4,90,90,,,,
2/17/2020 10:59,35.4,35.4,90,90,,,,
2/17/2020 10:59,35.5,35.5,90,90,,,,
2/17/2020 10:59,35.5,35.5,90,90,,,,
2/17/2020 10:59,35.6,35.6,90,90,,,,
2/17/2020 11:00,35.6,35.6,90,90,,,,
2/17/2020 11:00,35.7,35.7,90,90,,,,
2/17/2020 11:00,35.7,35.7,90,90,,,,
2/17/2020 11:00,35.8,35.8,90,90,,,,
2/17/2020 11:00,35.8,35.8,90,90,,,,
2/17/2020 11:00,35.8,35.8,90,90,,,,
2/17/2020 11:01,35.9,35.9,90,90,,,,
2/17/2020 11:01,35.9,35.9,90,90,,,,
2/17/2020 11:01,36,36,90,90,,,,
2/17/2020 11:01,36,36,90,90,,,,
2/17/2020 11:01,36.1,36.1,90,90,,,,
2/17/2020 11:01,36.1,36.1,90,90,,,,
2/17/2020 11:02,36.2,36.2,90,90,,,,
2/17/2020 11:02,36.2,36.2,90,90,,,,
2/17/2020 11:02,36.2,36.2,90,90,,,,
2/17/2020 11:02,36.3,36.3,90,90,,,,
2/17/2020 11:02,36.3,36.3,90,90,,,,
2/17/2020 11:02,36.4,36.4,90,90,,,,
2/17/2020 11:03,36.4,36.4,90,90,,,,
2/17/2020 11:03,36.5,36.5,90,90,,,,
2/17/2020 11:03,36.5,36.5,90,90,,,,
2/17/2020 11:03,36.6,36.6,90,90,,,,
2/17/2020 11:03,36.6,36.6,90,90,,,,
2/17/2020 11:03,36.6,36.6,90,90,,,,
2/17/2020 11:04,36.7,36.7,90,90,,,,
2/17/2020 11:04,36.7,36.7,90,90,,,,
2/17/2020 11:04,36.8,36.8,89,90,,,,
2/17/2020 11:04,36.8,36.8,90,90,,,,
2/17/2020 11:04,36.9,36.9,90,90,,,,
2/17/2020 11:04,36.9,36.9,90,90,,,,
2/17/2020 11:05,37,37,90,90,,,,
2/17/2020 11:05,37,37,90,90,,,,
2/17/2020 11:05,37,37,90,90,,,,
2/17/2020 11:05,37.1,37.1,89,90,,,,
2/17/2020 11:05,37.1,37.1,90,90,,,,
2/17/2020 11:05,37.2,37.2,90,90,,,,
2/17/2020 11:06,37.2,37.2,90,90,,,,
2/17/2020 11:06,37.3,37.3,90,90,,,,
2/17/2020 11:06,37.3,37.3,90,90,,,,
2/17/2020 11:06,37.3,37.4,90,90,,,,
2/17/2020 11:06,37.4,37.4,90,90,,,,
2/17/2020 11:06,37.4,37.4,90,90,,,,
2/17/2020 11:07,37.5,37.5,90,90,,,,
2/17/2020 11:07,37.5,37.5,90,90,,,,
2/17/2020 11:07,37.6,37.6,90,90,,,,
2/17/2020 11:07,37.6,37.6,90,90,,,,
2/17/2020 11:07,37.7,37.7,90,90,,,,
2/17/2020 11:07,37.7,37.7,90,90,,,,
2/17/2020 11:08,37.7,37.8,90,90,,,,
2/17/2020 11:08,37.8,37.8,90,90,,,,
2/17/2020 11:08,37.8,37.8,90,90,,,,
2/17/2020 11:08,37.9,37.9,90,90,,,,
2/17/2020 11:08,37.9,37.9,90,90,,,,
2/17/2020 11:08,38,38,90,90,,,,
2/17/2020 11:09,38,38,90,90,,,,
2/17/2020 11:09,38.1,38.1,90,90,,,,
2/17/2020 11:09,38.1,38.1,90,90,,,,
2/17/2020 11:09,38.2,38.2,90,90,,,,
2/17/2020 11:09,38.2,38.2,90,90,,,,
2/17/2020 11:09,38.2,38.2,90,90,,,,
2/17/2020 11:10,38.3,38.3,89,90,,,,
2/17/2020 11:10,38.3,38.3,90,90,,,,
2/17/2020 11:10,38.4,38.4,90,90,,,,
2/17/2020 11:10,38.4,38.4,90,90,,,,
2/17/2020 11:10,38.5,38.5,90,90,,,,
2/17/2020 11:10,38.5,38.5,90,90,,,,
2/17/2020 11:11,38.6,38.6,90,90,,,,
2/17/2020 11:11,38.6,38.6,89,90,,,,
2/17/2020 11:11,38.6,38.6,89,90,,,,
2/17/2020 11:11,38.7,38.7,89,90,,,,
2/17/2020 11:11,38.7,38.7,89,90,,,,
2/17/2020 11:11,38.8,38.8,89,90,,,,
2/17/2020 11:12,38.8,38.8,90,90,,,,
2/17/2020 11:12,38.9,38.9,90,90,,,,
2/17/2020 11:34,26.8,25,21,90,,,,
2/17/2020 11:34,27.4,25,27,90,,,,
2/17/2020 11:34,28.2,25,38,90,,,,
2/17/2020 11:34,28.6,25,45,90,,,,
2/17/2020 11:34,28.7,25,46,90,,,,
2/17/2020 11:35,28.6,25,46,90,,,,
2/17/2020 11:35,28.3,25,47,90,,,,
2/17/2020 11:35,27.9,25,46,90,,,,
2/17/2020 11:35,27.5,25.1,44,90,,,,
2/17/2020 11:35,26.9,25.1,41,90,,,,
2/17/2020 11:35,26.2,25.2,39,90,,,,
2/17/2020 11:36,25.5,25.2,38,90,,,,
2/17/2020 11:36,25.3,25.3,43,90,,,,
2/17/2020 11:36,25.2,25.3,46,90,,,,
2/17/2020 11:36,25.1,25.4,46,90,,,,
2/17/2020 11:36,25,25.4,43,90,,,,
2/17/2020 11:36,25,25.4,41,90,,,,
2/17/2020 11:37,25,25.5,42,90,,,,
2/17/2020 11:37,25.1,25.5,43,90,,,,
2/17/2020 11:37,25.2,25.6,43,90,,,,
2/17/2020 11:37,25.2,25.6,41,90,,,,
2/17/2020 11:37,25.3,25.7,41,90,,,,
2/17/2020 11:37,25.4,25.7,42,90,,,,
2/17/2020 11:38,25.5,25.8,42,90,,,,
2/17/2020 11:38,25.6,25.8,42,90,,,,
2/17/2020 11:38,25.6,25.8,41,90,,,,
2/17/2020 11:38,25.7,25.9,41,90,,,,
2/17/2020 11:38,25.7,25.9,42,90,,,,
2/17/2020 11:38,25.9,26,45,90,,,,
2/17/2020 11:39,25.9,26,45,90,,,,
2/17/2020 11:39,26,26.1,45,90,,,,
2/17/2020 11:39,26.1,26.1,46,90,,,,
2/17/2020 11:39,26.1,26.2,47,90,,,,
2/17/2020 11:39,26.2,26.2,47,90,,,,
2/17/2020 11:39,26.2,26.2,48,90,,,,
2/17/2020 11:40,26.3,26.3,50,90,,,,
2/17/2020 11:40,26.4,26.3,51,90,,,,
2/17/2020 11:40,26.4,26.4,52,90,,,,
2/17/2020 11:40,26.5,26.4,53,90,,,,
2/17/2020 11:40,26.6,26.5,55,90,,,,
2/17/2020 11:40,26.7,26.5,57,90,,,,
2/17/2020 11:41,26.7,26.6,58,90,,,,
2/17/2020 11:41,26.8,26.6,59,90,,,,
2/17/2020 11:41,26.9,26.6,61,90,,,,
2/17/2020 11:41,27,26.7,64,90,,,,
2/17/2020 11:41,27,26.7,65,90,,,,
2/17/2020 11:41,27,26.8,66,90,,,,
2/17/2020 11:42,27.1,26.8,68,90,,,,
2/17/2020 11:42,27.1,26.9,69,90,,,,
2/17/2020 11:42,27.2,26.9,70,90,,,,
2/17/2020 11:42,27.2,27,72,90,,,,
2/17/2020 11:42,27.3,27,72,90,,,,
2/17/2020 11:42,27.3,27,74,90,,,,
2/17/2020 11:43,27.3,27.1,74,90,,,,
2/17/2020 11:43,27.4,27.1,75,90,,,,
2/17/2020 11:43,27.4,27.2,76,90,,,,
2/17/2020 11:43,27.4,27.2,77,90,,,,
2/17/2020 11:43,27.4,27.3,77,90,,,,
2/17/2020 11:43,27.5,27.3,78,90,,,,
2/17/2020 11:44,27.5,27.4,79,90,,,,
2/17/2020 11:44,27.5,27.4,81,90,,,,
2/17/2020 11:44,27.6,27.4,81,90,,,,
2/17/2020 11:44,27.6,27.5,82,90,,,,
2/17/2020 11:44,27.7,27.5,83,90,,,,
2/17/2020 11:44,27.7,27.6,83,90,,,,
2/17/2020 11:45,27.7,27.6,84,90,,,,
2/17/2020 11:45,27.8,27.7,84,90,,,,
2/17/2020 11:45,27.8,27.7,85,90,,,,
2/17/2020 11:45,27.9,27.8,86,90,,,,
2/17/2020 11:45,27.9,27.8,86,90,,,,
2/17/2020 11:45,27.9,27.8,87,90,,,,
2/17/2020 11:46,28,27.9,87,90,,,,
2/17/2020 11:46,28,27.9,88,90,,,,
2/17/2020 11:46,28,28,88,90,,,,
2/17/2020 11:46,28.1,28,88,90,,,,
2/17/2020 11:46,28.1,28.1,89,90,,,,
2/17/2020 11:46,28.2,28.1,90,90,,,,
2/17/2020 11:47,28.2,28.2,90,90,,,,
2/17/2020 11:47,28.3,28.2,90,90,,,,
2/17/2020 11:47,28.3,28.2,91,90,,,,
2/17/2020 11:47,28.4,28.3,92,90,,,,
2/17/2020 11:47,28.4,28.3,92,90,,,,
2/17/2020 11:47,28.4,28.4,92,90,,,,
2/17/2020 11:48,28.5,28.4,92,90,,,,
2/17/2020 11:48,28.5,28.5,92,90,,,,
2/17/2020 11:48,28.6,28.5,93,90,,,,
2/17/2020 11:48,28.6,28.6,94,90,,,,
2/17/2020 11:48,28.6,28.6,94,90,,,,
2/17/2020 11:48,28.7,28.6,94,90,,,,
2/17/2020 11:49,28.7,28.7,94,90,,,,
2/17/2020 11:49,28.8,28.7,94,90,,,,
2/17/2020 11:49,28.8,28.8,95,90,,,,
2/17/2020 11:49,28.9,28.8,95,90,,,,
2/17/2020 11:49,28.9,28.9,95,90,,,,
2/17/2020 11:49,29,28.9,95,90,,,,
2/17/2020 11:50,29,29,96,90,,,,
2/17/2020 11:50,29,29,96,90,,,,
2/17/2020 11:50,29.1,29,96,90,,,,
2/17/2020 11:50,29.1,29.1,96,90,,,,
2/17/2020 11:50,29.2,29.1,96,90,,,,
2/17/2020 11:50,29.2,29.2,96,90,,,,
2/17/2020 11:51,29.2,29.2,96,90,,,,
2/17/2020 11:51,29.3,29.3,96,90,,,,
2/17/2020 11:51,29.3,29.3,96,90,,,,
2/17/2020 11:51,29.4,29.4,96,90,,,,
2/17/2020 11:51,29.4,29.4,96,90,,,,
2/17/2020 11:51,29.4,29.4,96,90,,,,
2/17/2020 11:52,29.5,29.5,96,90,,,,
2/17/2020 11:52,29.5,29.5,96,90,,,,
2/17/2020 11:52,29.6,29.6,96,90,,,,
2/17/2020 11:52,29.6,29.6,96,90,,,,
2/17/2020 11:52,29.6,29.7,95,90,,,,
2/17/2020 11:52,29.7,29.7,95,90,,,,
2/17/2020 11:53,29.7,29.8,95,90,,,,
2/17/2020 11:53,29.8,29.8,95,90,,,,
2/17/2020 11:53,29.8,29.8,95,90,,,,
2/17/2020 11:53,29.9,29.9,95,90,,,,
2/17/2020 11:53,29.9,29.9,95,90,,,,
2/17/2020 11:53,29.9,30,95,90,,,,
2/17/2020 11:54,30,30,95,90,,,,
2/17/2020 11:54,30,30.1,94,90,,,,
2/17/2020 11:54,30.1,30.1,94,90,,,,
2/17/2020 11:54,30.1,30.2,94,90,,,,
2/17/2020 11:54,30.2,30.2,94,90,,,,
2/17/2020 11:54,30.2,30.2,94,90,,,,
2/17/2020 11:55,30.3,30.3,94,90,,,,
2/17/2020 11:55,30.3,30.3,93,90,,,,
2/17/2020 11:55,30.4,30.4,94,90,,,,
2/17/2020 11:55,30.4,30.4,94,90,,,,
2/17/2020 11:55,30.5,30.5,94,90,,,,
2/17/2020 11:55,30.5,30.5,93,90,,,,
2/17/2020 11:56,30.5,30.6,93,90,,,,
2/17/2020 11:56,30.6,30.6,93,90,,,,
2/17/2020 11:56,30.6,30.6,93,90,,,,
2/17/2020 11:56,30.7,30.7,93,90,,,,
2/17/2020 11:56,30.7,30.7,93,90,,,,
2/17/2020 11:56,30.8,30.8,93,90,,,,
2/17/2020 11:57,30.8,30.8,93,90,,,,
2/17/2020 11:57,30.9,30.9,92,90,,,,
2/17/2020 11:57,30.9,30.9,92,90,,,,
2/17/2020 11:57,30.9,31,92,90,,,,
2/17/2020 11:57,31,31,92,90,,,,
2/17/2020 11:57,31,31,92,90,,,,
2/17/2020 11:58,31.1,31.1,92,90,,,,
2/17/2020 11:58,31.1,31.1,92,90,,,,
2/17/2020 11:58,31.2,31.2,92,90,,,,
2/17/2020 11:58,31.2,31.2,92,90,,,,
2/17/2020 11:58,31.3,31.3,92,90,,,,
2/17/2020 11:58,31.3,31.3,92,90,,,,
2/17/2020 11:59,31.3,31.4,92,90,,,,
2/17/2020 11:59,31.4,31.4,91,90,,,,
2/17/2020 11:59,31.4,31.4,91,90,,,,
2/17/2020 11:59,31.5,31.5,92,90,,,,
2/17/2020 11:59,31.5,31.5,91,90,,,,
2/17/2020 11:59,31.6,31.6,91,90,,,,
2/17/2020 12:00,31.6,31.6,91,90,,,,
2/17/2020 12:00,31.7,31.7,91,90,,,,
2/17/2020 12:00,31.7,31.7,91,90,,,,
2/17/2020 12:00,31.7,31.8,91,90,,,,
2/17/2020 12:00,31.8,31.8,91,90,,,,
2/17/2020 12:00,31.8,31.8,91,90,,,,
2/17/2020 12:01,31.9,31.9,91,90,,,,
2/17/2020 12:01,31.9,31.9,90,90,,,,
2/17/2020 12:01,32,32,90,90,,,,
2/17/2020 12:01,32,32,90,90,,,,
2/17/2020 12:01,32,32.1,90,90,,,,
2/17/2020 12:01,32.1,32.1,90,90,,,,
2/17/2020 12:02,32.1,32.2,91,90,,,,
2/17/2020 12:02,32.2,32.2,90,90,,,,
2/17/2020 12:02,32.2,32.2,90,90,,,,
2/17/2020 12:02,32.3,32.3,90,90,,,,
2/17/2020 12:02,32.3,32.3,90,90,,,,
2/17/2020 12:02,32.4,32.4,90,90,,,,
2/17/2020 12:03,32.4,32.4,90,90,,,,
2/17/2020 12:03,32.5,32.5,90,90,,,,
2/17/2020 12:03,32.5,32.5,90,90,,,,
2/17/2020 12:03,32.6,32.6,90,90,,,,
2/17/2020 12:03,32.6,32.6,91,90,,,,
2/17/2020 12:03,32.6,32.6,90,90,,,,
2/17/2020 12:04,32.7,32.7,90,90,,,,
2/17/2020 12:04,32.7,32.7,90,90,,,,
2/17/2020 12:04,32.8,32.8,90,90,,,,
2/17/2020 12:04,32.8,32.8,90,90,,,,
2/17/2020 12:04,32.9,32.9,90,90,,,,
2/17/2020 12:04,32.9,32.9,90,90,,,,
2/17/2020 12:05,33,33,90,90,,,,
2/17/2020 12:05,33,33,90,90,,,,
2/17/2020 12:05,33.1,33,90,90,,,,
2/17/2020 12:05,33.1,33.1,90,90,,,,
2/17/2020 12:05,33.1,33.1,90,90,,,,
2/17/2020 12:05,33.2,33.2,90,90,,,,
2/17/2020 12:06,33.2,33.2,90,90,,,,
2/17/2020 12:06,33.3,33.3,90,90,,,,
2/17/2020 12:06,33.3,33.3,90,90,,,,
2/17/2020 12:06,33.4,33.4,90,90,,,,
2/17/2020 12:06,33.4,33.4,90,90,,,,
2/17/2020 12:06,33.4,33.4,90,90,,,,
2/17/2020 12:07,33.5,33.5,90,90,,,,
2/17/2020 12:07,33.5,33.5,90,90,,,,
2/17/2020 12:07,33.6,33.6,90,90,,,,
2/17/2020 12:07,33.6,33.6,90,90,,,,
2/17/2020 12:07,33.7,33.7,90,90,,,,
2/17/2020 12:07,33.7,33.7,90,90,,,,
2/17/2020 12:08,33.8,33.8,90,90,,,,
2/17/2020 12:08,33.8,33.8,90,90,,,,
